INSTNM,CITY,STATE,ZIP,ACCREDAGENCY,Modified_PEP_ROI,Original_PEP_ROI,PCTPELL,MSI_TYPE
Texas Health School,Houston,TX,77079,Council on Occupational Education,-0.2761840166130761,-3.6207743382954853,0.6066,Non-MSI
The College of Health Care Professions-San Antonio,San Antonio,TX,78229,Accrediting Bureau of Health Education Schools,-0.023046222387228515,-43.39105920257752,0.5896,Non-MSI
CCI Training Center-Arlington,Arlington,TX,76011,Accrediting Council for Continuing Education & Training,-0.6044828091782127,-1.6543067640905922,0.81,Non-MSI
Champion Beauty College,Houston,TX,77068,,-0.4859588637435172,-2.0577873449959068,0.9072,Non-MSI
Southeast Texas Career Institute,Silsbee,TX,77656,Council on Occupational Education,-0.5145232746786472,-1.943546675560137,0.8272,Non-MSI
Milan Institute of Cosmetology-San Antonio Military,San Antonio,TX,78221,National Accrediting Commission of Career Arts and Sciences,-0.1518142198347945,-6.586998247517316,0.8651,Non-MSI
Brite Divinity School,Fort Worth,TX,76129,Southern Association of Colleges and Schools Commission on Colleges,,,,Non-MSI
Trend Barber College,Houston,TX,77090,Council on Occupational Education,-0.14922332942555686,-6.701365020131592,0.7905,Non-MSI
Manuel and Theresa's School of Hair Design-Bryan,Bryan,TX,77803,National Accrediting Commission of Career Arts and Sciences,-0.7044037245856826,-1.4196404208228481,1.0,Non-MSI
Southwest University at El Paso,El Paso,TX,79925,Accrediting Bureau of Health Education Schools,-0.45506346578366447,-2.1974956795925173,0.8345,Non-MSI
Paul Mitchell the School-Austin,Austin,TX,78759,National Accrediting Commission of Career Arts and Sciences,-0.37536987299130514,-2.6640390504199134,0.4496,Non-MSI
Paul Mitchell the School-San Antonio,San Antonio,TX,78259,Council on Occupational Education,-0.0019743656136716726,-506.49180327868856,0.4493,Non-MSI
The Art Institute of Austin,Bastrop,TX,78602,,0.04170757650139093,23.976459048553213,0.4427,Non-MSI
Remington College-Houston Southeast Campus,League City,TX,77573,Accrediting Commission of Career Schools and Colleges,-0.042710447134560216,-23.41347532254761,0.7576,HSI
Hands on Therapy,Mesquite,TX,75149,Accrediting Commission of Career Schools and Colleges,-0.4380212483399734,-2.282994269775339,0.6383,Non-MSI
MediaTech Institute-Dallas,Dallas,TX,75234,Accrediting Commission of Career Schools and Colleges,-0.4331661063248582,-2.308583209532183,0.4818,Non-MSI
Aveda Arts & Sciences Institute-San Antonio,San Antonio,TX,78259-2792,National Accrediting Commission of Career Arts and Sciences,-0.4597061939008753,-2.1753024285237847,0.535,Non-MSI
South Texas Training Center,Pharr,TX,78577,Council on Occupational Education,-0.8869258900720662,-1.1274899190492071,0.8,Non-MSI
MediaTech Institute-Houston,Houston,TX,77042,Accrediting Commission of Career Schools and Colleges,-0.45501324357134976,-2.1977382287845253,0.5189,Non-MSI
Lamson Institute,San Antonio,TX,78238,Accrediting Commission of Career Schools and Colleges,0.052266252816871465,19.13280455562335,0.3903,Non-MSI
South Texas Vocational Technical Institute-Brownsville,Brownsville,TX,78521,Accrediting Commission of Career Schools and Colleges,-0.074696694336657,-13.387473286207465,0.7479,Non-MSI
Miller-Motte College-STVT-Corpus Christi,Corpus Christi,TX,78416,Accrediting Commission of Career Schools and Colleges,-0.05170259624751175,-19.341388490681958,0.7627,Non-MSI
Houston International College Cardiotech Ultrasound School,Houston,TX,77099,Accrediting Bureau of Health Education Schools,-0.3407053136104454,-2.935087772488858,0.1545,Non-MSI
DuVall's School of Cosmetology,Bedford,TX,76021,National Accrediting Commission of Career Arts and Sciences,-0.3911460556899578,-2.556589758360367,0.5754,Non-MSI
Texas Beauty College,Haltom city,TX,76117,National Accrediting Commission of Career Arts and Sciences,-2.64286858974359,-0.3783767395324864,0.8095,Non-MSI
Avenue Five Institute,Austin,TX,78757,National Accrediting Commission of Career Arts and Sciences,-0.3169979240350607,-3.154594791256102,0.4187,Non-MSI
The Salon Professional Academy-Lewisville,Lewisville,TX,75067,National Accrediting Commission of Career Arts and Sciences,-0.4412559533365441,-2.2662583755267867,0.4262,Non-MSI
Strayer University-Texas,Farmers Branch,TX,75234,Middle States Commission on Higher Education,0.2539735591206179,3.937417751133207,0.7338,Non-MSI
The Art Institute of San Antonio,San Antonio,TX,78230,,0.045643803724928364,21.908778813143698,0.4859,Non-MSI
Peloton College,Dallas,TX,75231,Council on Occupational Education,-0.4948538678509272,-2.0207985932146864,0.6667,Non-MSI
ABC Beauty Academy,Richardson,TX,75081,National Accrediting Commission of Career Arts and Sciences,-1.013738627981313,-0.9864475638965527,1.0,Non-MSI
Salon & Spa Institute,Brownsville,TX,78520-8809,National Accrediting Commission of Career Arts and Sciences,-0.2697775233109766,-3.7067580268623233,0.8189,Non-MSI
Texas A&M University-San Antonio,San Antonio,TX,78224,Southern Association of Colleges and Schools Commission on Colleges,-0.7548979218163508,-1.3246824121517145,0.4914,HSI
Fortis Institute,Houston,TX,77060,Accrediting Commission of Career Schools and Colleges,0.0504393139225125,19.825804957146165,0.627,Non-MSI
Southern Careers Institute-Brownsville,Brownsville,TX,78520,Council on Occupational Education,-0.13077462213554364,-7.64674356285681,0.7574,Non-MSI
Southern Careers Institute-Harlingen,Harlingen,TX,78550,Council on Occupational Education,-0.09627377961234745,-10.387044157054643,0.7533,Non-MSI
Pima Medical Institute-Houston,Houston,TX,77041,Accrediting Bureau of Health Education Schools,-0.02413897893030794,-41.42677297524129,0.4376,Non-MSI
Miller-Motte College-STVT-San Antonio,San Antonio,TX,78214,Accrediting Commission of Career Schools and Colleges,-0.0578609346857522,-17.282817939791112,0.7031,Non-MSI
Concorde Career College-Dallas,Dallas,TX,75243,Accrediting Commission of Career Schools and Colleges,0.0012849800114220445,778.2222222222222,0.6018,Non-MSI
Concorde Career College-San Antonio,San Antonio,TX,78229,Accrediting Commission of Career Schools and Colleges,-0.05290406569196875,-18.902138936210488,0.5897,Non-MSI
Milan Institute of Cosmetology-El Paso,El Paso,TX,79936,National Accrediting Commission of Career Arts and Sciences,-0.11259255083248769,-8.881582241508804,0.7789,Non-MSI
Universal Technical Institute-Dallas Fort Worth,Irving,TX,75063,Accrediting Commission of Career Schools and Colleges,0.1739710064781166,5.748084236816711,0.5075,Non-MSI
Ogle School Hair Skin Nails-North Dallas,Dallas,TX,75248-1216,National Accrediting Commission of Career Arts and Sciences,-0.1044176194365047,-9.576927777098863,0.6595,Non-MSI
Diamonds College,Sherman,TX,75090-2657,Council on Occupational Education,-0.457766613001721,-2.184519297820089,0.5652,Non-MSI
Buckner Barber School,Dallas,TX,75217-1775,Council on Occupational Education,-0.36781827103220627,-2.7187338932177183,0.8308,Non-MSI
North American University,Stafford,TX,77477-0000,Accrediting Commission of Career Schools and Colleges,-0.6268625513151893,-1.5952460358366432,0.5429,Non-MSI
Chamberlain University-Texas,Houston,TX,77041,Higher Learning Commission,0.22596676886559192,4.425429478061058,0.5091,Non-MSI
Manuel and Theresa's School of Hair Design-Victoria,Victoria,TX,77902-7076,National Accrediting Commission of Career Arts and Sciences,-0.6368358047574915,-1.5702634690598187,0.6857,Non-MSI
Paul Mitchell the School-Arlington,Arlington,TX,76018-6032,Council on Occupational Education,-0.001894017801697371,-527.9781420765028,0.5676,Non-MSI
Criswell College,Dallas,TX,75246-1537,Southern Association of Colleges and Schools Commission on Colleges,-0.8862585984522786,-1.1283388412212352,0.4088,Non-MSI
UCAS University of Cosmetology Arts & Sciences-La Joya,La Joya,TX,78560-4018,National Accrediting Commission of Career Arts and Sciences,-0.1879442818314865,-5.320725856914413,0.253,Non-MSI
Vogue College of Cosmetology-San Antonio Fredericksburg,San Antonio,TX,78201-5035,National Accrediting Commission of Career Arts and Sciences,-0.30644232198602644,-3.263256829275688,0.1794,Non-MSI
Vogue College of Cosmetology,San Antonio,TX,78238-4402,National Accrediting Commission of Career Arts and Sciences,,,0.7085,Non-MSI
Rio Grande Valley College,Pharr,TX,78577-2106,Accrediting Bureau of Health Education Schools,-0.4017613525628532,-2.4890398083861385,0.3879,Non-MSI
Wade Gordon Hairdressing Academy,Amarillo,TX,79109,National Accrediting Commission of Career Arts and Sciences,-0.3361222077286809,-2.975108389170179,0.7148,Non-MSI
West Coast University-Dallas,Richardson,TX,75080-2712,Western Association of Schools and Colleges Senior Colleges and University Commission,0.4025626159554731,2.484085606475214,0.544,Non-MSI
Ogle School Hair Skin Nails-Denton,Denton,TX,76205-7534,National Accrediting Commission of Career Arts and Sciences,-0.0737094682230869,-13.56677811015309,0.5602,Non-MSI
South University-Austin,Round Rock,TX,78681-2300,Southern Association of Colleges and Schools Commission on Colleges,0.06832727410437021,14.635444090342249,0.5045,Non-MSI
Ogle School Hair Skin Nails-San Antonio,San Antonio,TX,78216,National Accrediting Commission of Career Arts and Sciences,-0.07526753549480822,-13.28594052437093,0.6106,Non-MSI
The College of Health Care Professions-Dallas,Dallas,TX,75247,Accrediting Bureau of Health Education Schools,-0.042592790482296784,-23.478151787581016,0.665,Non-MSI
The College of Health Care Professions-Fort Worth,Fort Worth,TX,76137-5021,Accrediting Bureau of Health Education Schools,-0.021790641345174992,-45.89126057188884,0.6611,Non-MSI
CyberTex Institute of Technology,Austin,TX,78752,Council on Occupational Education,-0.376879656291421,-2.653366885971561,0.8628,Non-MSI
M T Training Center,Grand Prairie,TX,75051,Council on Occupational Education,-0.6976099830795263,-1.4334657247673044,0.2559,Non-MSI
Southern Texas Careers Academy,Mission,TX,78572,,-0.48094196558763486,-2.0792529484886155,0.7931,Non-MSI
Grace School of Theology,Conroe,TX,77384-4894,Transnational Association of Christian Colleges and Schools,-0.3801286188456574,-2.6306885365188126,0.1368,Non-MSI
Southern Careers Institute-San Antonio,San Antonio,TX,78238-4114,Council on Occupational Education,-0.0888251852465124,-11.258068274496097,0.5847,Non-MSI
Cosmetology Academy of Texarkana,Texarkana,TX,75503,National Accrediting Commission of Career Arts and Sciences,-0.6662155611214349,-1.5010156747415335,0.7347,Non-MSI
DeVry University-Texas,Irving,TX,75063,Higher Learning Commission,0.1914834800300765,5.22238262978576,0.5,Non-MSI
Alamo City Barber College,San Antonio,TX,78250-3227,Council on Occupational Education,-0.7346534212401996,-1.361186065548919,0.8517,Non-MSI
Texas A&M University-Central Texas,Killeen,TX,76549,Southern Association of Colleges and Schools Commission on Colleges,-3.356023606023606,-0.2979716823818331,0.5011,HSI
Neecee's Barber College,Abilene,TX,79602,National Accrediting Commission of Career Arts and Sciences,-0.4302504565614401,-2.3242276324166995,0.875,Non-MSI
Bella Cosmetology and Barber College,Greenville,TX,75402,National Accrediting Commission of Career Arts and Sciences,-0.3447075791145855,-2.9010096110117334,0.589,Non-MSI
Total Transformation Institute of Cosmetology,San Marcos,TX,78666-8115,National Accrediting Commission of Career Arts and Sciences,-0.3038451617657897,-3.291149986356608,0.5377,Non-MSI
Barber Institute of Texas,Longview,TX,75602-3456,National Accrediting Commission of Career Arts and Sciences,-0.5743765672889384,-1.7410181002334537,0.3968,Non-MSI
Yahweh Beauty Academy,Killeen,TX,76543-4153,National Accrediting Commission of Career Arts and Sciences,-0.5226105970338446,-1.9134705757511445,0.5217,Non-MSI
Ogle School Hair Skin Nails-Stafford,Stafford,TX,77477,National Accrediting Commission of Career Arts and Sciences,-0.09653441097232428,-10.359000380565774,0.7011,Non-MSI
University of Phoenix-Texas,Dallas,TX,75251-2004,Higher Learning Commission,,,0.381,Non-MSI
University of North Texas at Dallas,Dallas,TX,75241,Southern Association of Colleges and Schools Commission on Colleges,-0.8996999454446263,-1.111481672376679,0.5024,HSI
Houston Training Schools-Gessner,Houston,TX,77063-0000,Council on Occupational Education,-0.44008358662613983,-2.2722956056289387,0.9396,Non-MSI
The Vocational Nursing Institute Inc,Houston,TX,77065,Council on Occupational Education,-0.1385304840145826,-7.218627777946215,0.3714,Non-MSI
Salon Boutique Academy,Addison,TX,75001-4399,National Accrediting Commission of Career Arts and Sciences,-0.37117938329957234,-2.694115150228906,0.396,Non-MSI
GA Beauty & Barber School,McAllen,TX,78501-3309,National Accrediting Commission of Career Arts and Sciences,-0.29544070225725544,-3.384773974471698,0.2722,Non-MSI
The Recording Conservatory of Austin,Austin,TX,78730-3004,Accrediting Commission of Career Schools and Colleges,-0.32415087664124537,-3.0849831731498045,0.2308,Non-MSI
Laredo CHI Academy Beauty School,Laredo,TX,78041-6540,National Accrediting Commission of Career Arts and Sciences,-0.8565233198296458,-1.1675105357305278,0.5909,Non-MSI
Cortiva Institute-Arlington,Arlington,TX,76017-5818,Accrediting Commission of Career Schools and Colleges,-0.03870184373084359,-25.83856229058788,0.6486,Non-MSI
Tulsa Welding School-Houston,Houston,TX,77060-2100,Accrediting Commission of Career Schools and Colleges,0.08056946701601937,12.411649686117114,0.6196,Non-MSI
Pima Medical Institute-El Paso,El Paso,TX,79915-1525,Accrediting Bureau of Health Education Schools,-0.027012015416005442,-37.02056231640789,0.6515,Non-MSI
Wade Gordon Hairdressing Academy-Lubbock,Lubbock,TX,79423-2125,National Accrediting Commission of Career Arts and Sciences,-0.4426297707874819,-2.2592244489585545,0.6522,Non-MSI
Texas College of Cosmetology-Lubbock,Lubbock,TX,79414-2532,National Accrediting Commission of Career Arts and Sciences,-0.2305831383214218,-4.336830556126997,0.6606,Non-MSI
Texas State Technical College,Waco,TX,76705,Southern Association of Colleges and Schools Commission on Colleges,0.09065208656219505,11.031185689409531,0.4835,HSI
Florida Career College-Houston,Houston,TX,77090-1111,,-0.03324860842894468,-30.076446722186635,0.7747,Non-MSI
Natural Images Beauty College,Clute,TX,77531-3603,National Accrediting Commission of Career Arts and Sciences,-0.33621814475025485,-2.9742594669981504,0.7895,Non-MSI
Mission Beauty Institute,Mission,TX,78572-4404,National Accrediting Commission of Career Arts and Sciences,-0.956250724805752,-1.0457508413425098,0.7778,Non-MSI
Northeast Lakeview College,Universal City,TX,78145,Southern Association of Colleges and Schools Commission on Colleges,-1.4270941502249914,-0.7007246157111239,0.1677,HSI
Paul Mitchell the School-Clear Lake,Webster,TX,77598-0000,National Accrediting Commission of Career Arts and Sciences,-0.19440732132481114,-5.143839198983786,0.6326,Non-MSI
The College of Health Care Professions-McAllen Campus,McAllen,TX,78504-4398,Accrediting Bureau of Health Education Schools,-0.02469074420269679,-40.501006846556585,0.7211,Non-MSI
Ann Webb Skin Institute,Austin,TX,78759-3936,National Accrediting Commission of Career Arts and Sciences,-0.37233586200668295,-2.6857472031046297,0.283,Non-MSI
Allgood Beauty Institute,Frisco,TX,75034,Council on Occupational Education,-0.32105867694583967,-3.114695449170785,0.4902,Non-MSI
Manuel and Theresa's School of Hair Design,Brenham,TX,77833-3033,National Accrediting Commission of Career Arts and Sciences,-0.6519925674072903,-1.533759815662614,0.9,Non-MSI
Peloton College,Arlington,TX,76011-9998,Council on Occupational Education,-0.4710511282490717,-2.122911803050056,0.6547,Non-MSI
Strand Institute of Beauty & Esthetics,Portland,TX,78374,National Accrediting Commission of Career Arts and Sciences,-0.3569434223626683,-2.8015644422884516,0.3828,Non-MSI
The Culinary School of Fort Worth,Fort Worth,TX,76116,Accrediting Council for Continuing Education & Training,-0.3584173693819004,-2.7900433556680713,0.2887,Non-MSI
Miller-Motte College-STVT-Arlington,Arlington,TX,76010,Accrediting Commission of Career Schools and Colleges,-0.05340580978213317,-18.72455457710424,0.4329,Non-MSI
Mystros Barber Academy,Houston,TX,77090-3300,Council on Occupational Education,,,0.2632,Non-MSI
Salon Professional Academy of San Antonio,San Antonio,TX,78232-2242,National Accrediting Commission of Career Arts and Sciences,-0.5317094402888831,-1.880726434830064,0.4481,Non-MSI
Vogue International Academy,Houston,TX,77082,Accrediting Commission of Career Schools and Colleges,-0.539996725605763,-1.8518630809811114,0.5517,Non-MSI
The Salon Professional Academy-Georgetown,Georgetown,TX,78626-5470,National Accrediting Commission of Career Arts and Sciences,-0.5627730002730003,-1.7769153806506384,0.359,Non-MSI
The Chicago School at Dallas,Richardson,TX,75080-2208,Western Association of Schools and Colleges Senior Colleges and University Commission,,,,Non-MSI
Texas Tech University Health Sciences Center-El Paso,El Paso,TX,79905-2827,Southern Association of Colleges and Schools Commission on Colleges,,,0.4831,HSI
The College of Health Care Professions-South San Antonio,San Antonio,TX,78221-1474,Accrediting Bureau of Health Education Schools,-0.02246083149401165,-44.521949254933546,0.7039,Non-MSI
MCI,McAllen,TX,78501,Council on Occupational Education,-0.5029429704178103,-1.9882970014856136,0.2456,Non-MSI
Montana Barber Institute,El Paso,TX,79938-4655,,-0.42348877818293873,-2.361337658793924,0.4118,Non-MSI
Houston Barber School,Houston,TX,77073-4400,National Accrediting Commission of Career Arts and Sciences,-0.43737071023179336,-2.2863899584634506,0.9423,Non-MSI
Deluxe Barber College,San Antonio,TX,78217-2118,Council on Occupational Education,-0.3983454106280193,-2.5103841372828426,0.791,Non-MSI
Southern Careers Institute-Waco,Waco,TX,76706-3756,Council on Occupational Education,-0.1095441086379416,-9.128742863800536,0.5731,Non-MSI
